name,entry,sentiment
exploud,"This Pokémon can do more than just shout. To communicate with others of its kind, it’ll emit all sorts of sounds from the holes in its body.",positive
fearow,Drawings of a Pokémon resembling Fearow can be seen in murals from deep in ancient history.,negative
fearow,"A Pokémon that dates back many years. If it senses danger, it flies high and away, instantly.",negative
fearow,Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.,negative
fearow,Its long neck and elongated beak are ideal for catching prey in soil or water. It deftly moves this extended and skinny beak to pluck prey.,neutral
fearow,Carrying food through Fearow’s territory is dangerous. It will snatch the food away from you in a flash!,negative
ferroseed,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,negative
finneon,It lures in prey with its shining tail fins. It stays near the surface during the day and moves to the depths when night falls.,neutral
flaaffy,"In the places on its body where fleece doesn’t grow, its skin is rubbery and doesn’t conduct electricity. Those spots are safe to touch.",neutral
flaaffy,"Because of its rubbery, electric ity-resistant skin, it can store lots of electric ity in its fur.",neutral
flittle,"It spends its time running around wastelands. If anyone steals its beloved berries, it will chase them down and exact its revenge.",negative
fomantis,"It loves the sunshine. When it basks in the sunlight regularly, it grows up with vivid coloration.",positive
forretress,"FORRETRESS conceals itself inside its hardened steel shell. The shell is opened when the POKéMON is catching prey, but it does so at such a quick pace that the shell’s inside cannot be seen.",neutral
frillish,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.",neutral
froslass,It freezes prey by blowing its -58 degrees F breath. It is said to then secretly display its prey.,neutral
gabite,"It loves shiny things. When it finds a Sableye trying to catch a Carbink, Gabite becomes furiously angry and attacks the Sableye.",positive
gallade,"When trying to protect someone, it extends its elbows as if they were swords and fights savagely.",positive
galvantula,"They employ an electrically charged web to trap their prey. While it is immobilized by shock, they leisurely consume it.",negative
garchomp,"Its body is covered in fine scales that reduce drag, enabling it to fly at high speeds.",neutral
gardevoir,"Gardevoir has the ability to read the future. If it senses impending danger to its Trainer, this Pokémon is said to unleash its psychokinetic energy at full power.",negative
gardevoir,It unleashes psychokinetic energy at full power when protecting a Trainer it has bonded closely with.,positive
gardevoir,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,positive
gardevoir,It apparently does not feel the pull of gravity because it supports itself with psychic power. It will give its life to protect its TRAINER.,positive
gastly,Gaseous and completely impalpable. Also highly dangerous— inhaling part of its poisonous body will cause one to faint instantly.,negative
genesect,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",negative
genesect,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,neutral
gengar,It is said to emerge from darkness to steal the lives of those who become lost in mountains.,negative
gengar,"It steals heat from its surround ings. If you feel a sudden chill, it is certain that a GENGAR appeared.",negative
gengar,The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.,negative
gengar,"It steals heat from its surroundings. If you feel a sudden chill, it is certain that a GENGAR appeared.",negative
gengar,"Lurking in the shadowy corners of rooms, it awaits chances to steal its prey’s life force.",negative
gengar,A GENGAR is close by if you feel a sudden chill. It may be trying to lay a curse on you.,negative
gengar,"Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow.",neutral
geodude,There are plenty of them to be found along any road. A scholar with too much free time once counted a hundred of them along a single route.,neutral
geodude,It uses its arms to steadily climb steep mountain paths. It swings its fists around if angered.,negative
geodude,Its round form makes it easy to pick up. Some people have used them to hurl at each other in a snowball fight.,neutral
geodude,"The longer a GEODUDE lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this POKéMON’s heart will remain hard, craggy, and rough always.",neutral
girafarig,Its tail also has a small brain. It bites to repel any foe trying to sneak up on it from behind.,neutral
glaceon,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles.",positive
glalie,It prevents prey from escaping by instantaneously freezing moisture in the air.,neutral
glalie,"It covers its body with an armor of ice harder than steel. Uses its breath to freeze prey, which it then devours as if they were frozen desserts.",negative
glalie,"Legend says a boulder on an icy mountain absorbed the distress and regrets of a stranded mountaineer, giving rise to Glalie.",neutral
glameow,"When it’s happy, GLAMEOW demonstrates beautiful movements of its tail, like a dancing ribbon.",positive
gligar,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",neutral
gloom,"From its mouth GLOOM drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.",positive
gloom,"Smells incredibly foul! However, around 1 out of 1,000 people enjoy sniffing its nose- bending stink.",positive
gloom,"From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.",positive
gloom,"GLOOM releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this POKéMON is feeling calm and secure, it does not release its usual stinky aroma.",negative
golbat,"It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered.",positive
golbat,"It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and to suck blood.",negative
golbat,"It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and suck blood.",negative
golbat,"GOLBAT loves to drink the blood of living things. It is particularly active in the pitch black of night. This POKéMON flits around in the night skies, seeking fresh blood.",positive
goldeen,"It swims at a steady 5 knots. If it senses danger, it will strike back with its sharp horn.",negative
golduck,The webbed flippers on its forelegs and hind legs and the streamlined body of Golduck give it frightening speed. This Pokémon is definitely much faster than even the most athletic swimmer.,neutral
goodra,"Underneath its slimy skin is a thick layer of fat, and the combination of the two makes enemies’ attacks slide right off.",neutral
goomy,"Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon.",neutral
granbull,"Although it’s popular with young people, Granbull is timid and sensitive, so it’s totally incompetent as a watchdog.",neutral
grimer,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.,neutral
grimer,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,neutral
groudon,Said to have expanded the lands by evaporating water with raging heat. It battled titanically with Kyogre.,neutral
growlithe,"It’s both clever and loyal, but if a stranger tries to invade its territory, it barks threateningly.",negative
growlithe,Very friendly and faithful to people. It will try to repel enemies by barking and biting.,neutral
growlithe,"Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm.",negative
growlithe,It has a brave and trustworthy na ture. It fear lessly stands up to bigger and stronger foes.,negative
growlithe,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,negative
gurdurr,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,neutral
hatenna,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",neutral
haunter,"If a HAUNTER beckons you while it is floating in darkness, don’t approach it. This POKéMON will try to lick you with its tongue and steal your life away.",negative
haunter,"On moonless nights, Haunter searches for someone to curse, so it’s best not to go out walking around.",negative
haunter,It fears the light and revels in the dark. It may be on the verge of extinction in cities that stay brightly lit at night.,negative
haunter,"Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away.",negative
heatmor,"A flame serves as its tongue, melting through the hard shell of Durant so that Heatmor can devour their insides.",negative
heliolisk,One Heliolisk basking in the sun with its frill outspread is all it would take to produce enough electricity to power a city.,neutral
heracross,Heracross loves sweet sap and will go looking through forests for it. The Pokémon uses its two antennae to pick up scents as it searches.,positive
herdier,"This very loyal Pokémon helps Trainers, and it also takes care of other Pokémon.",positive
hitmonlee,"HITMONLEE’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue.",neutral
hitmontop,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",neutral
horsea,"If HORSEA senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This POKéMON swims by cleverly flapping the fins on its back.",negative
horsea,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes.",positive
houndour,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,positive
hydreigon,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",negative
hypno,It carries a pendulum-like device. There once was an incident in which it took away a child it hypnotized.,neutral
impidimp,"It sneaks into people’s homes, stealing things and feasting on the negative energy of the frustrated occupants.",negative
iron-crown,There was supposedly an incident in which it launched shining blades to cut everything around it to pieces. Little else is known about it.,neutral
iron-jugulis,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot.",positive
jangmo-o,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.,neutral
jellicent,Fishermen are terrified of Jellicent. It’s rumored to drag them into the sea and steal their lives away.,negative
jigglypuff,"Looking into its cute, round eyes makes it start singing a song so pleasant listeners can’t help but fall asleep.",positive
jigglypuff,"It hugely inflates its stomach and sings a mysterious melody. If you hear this melody, you’ll become sleepy right away.",neutral
jirachi,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.",negative
jolteon,"When its fur stands on end, that’s a sign it’s about to give off a jolt of electricity. Take care, as sometimes lightning strikes next to it, too.",neutral
jumpluff,"Once it catches the wind, it deft ly controls its cotton-puff spores to float, even around the world.",neutral
jynx,"It has several different cry pat terns, each of which seems to have its own meaning.",neutral
jynx,"In certain parts of Galar, Jynx was once feared and worshiped as the Queen of Ice.",negative
kabuto,This Pokémon was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.,positive
kabuto,A POKéMON that was regenerated from a fossil found in what was once the ocean floor long ago.,neutral
kabuto,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",neutral
kabuto,A POKéMON that was recovered from a fossil. It uses the eyes on its back while hiding on the sea floor.,neutral
kabuto,This POKéMON was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.,positive
kabuto,"This Pokémon became extinct everywhere, except in a few areas. It protects itself with its hard shell.",positive
kabuto,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.,positive
kadabra,"It possesses strong spiritual power. The more danger it faces, the stronger its psychic power.",negative
kakuna,"Almost incapable of moving, this POKéMON can only harden its shell to protect itself when it is in danger.",negative
karrablast,"When they feel threatened, they spit an acidic liquid to drive attackers away. This Pokémon targets Shelmet.",neutral
kartana,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",negative
kirlia,It is highly perceptive of its Trainer’s feelings. It dances when it is feeling happy.,positive
klefki,"Klefki sucks in metal ions with the horn topping its head. It seems this Pokémon loves keys so much that its head needed to look like one, too.",positive
klefki,"This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what.",positive
klefki,This even-tempered Pokémon has a habit of collecting keys. It will sneak into people’s homes to steal their keys.,negative
klinklang,The three gears that compose this Pokémon spin at high speed. Its new spiked gear isn’t a living creature.,neutral
krabby,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",negative
kyogre,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",neutral
lampent,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death.",negative
lapras,"They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled.",positive
lapras,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it.",positive
lapras,"People have driven LAPRAS almost to the point of extinction. In the evenings, this POKéMON is said to sing plaintively as it seeks what few others of its kind still remain.",positive
leafeon,"Although it doesn’t like disputes, it will sharpen the leaf on its tail into a blade and fight if it has to protect its friends.",positive
lickitung,"It licks filth clean with its tongue. Whatever it licks always stinks afterward, so whether it’s really clean is...questionable.",neutral
liepard,This stealthy Pokémon sneaks up behind prey without making any sound at all. It competes with Thievul for territory.,negative
lileep,"In ancient times, it lived in warm seas. It disguised itself as seaweed to ambush its prey and devoured them whole when they got close.",negative
lillipup,"This Pokémon is far brighter than the average child, and Lillipup won’t forget the love it receives or any abuse it suffers.",positive
lillipup,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",neutral
linoone,"When running in a straight line, it can easily top 60 miles an hour. It has a tough time with curved roads.",neutral
lucario,"It concentrates its mental energy and fires off mysterious waves called auras, which can crush boulders of large size to dust.",negative
ludicolo,"If it hears festive music, it begins moving in rhythm in order to amplify its power.",neutral
ludicolo,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance.",positive
lumineon,They traverse the deep waters as if crawling over the seafloor. The fantastic lights of its fins shine like stars in the night sky.,neutral
lunala,"It steals the light from its surroundings and then becomes the full moon, showering its own light across the night sky.",negative
lunala,"Known as the Beast That Calls the Moon, this Pokémon lives by taking in any and all light and converting it into its own energy.",neutral
lurantis,"For self-protection, it pretends to be a bug Pokémon. Both of its arms bear keen-edged petals.",positive
luxray,"Luxray can see through solid objects. It will instantly spot prey trying to hide behind walls, even if the walls are thick.",neutral
luxray,"They form packs, each having one male as leader. Legends say that when Luxray's two eyes shimmer with gold, the Pokémon can see through anything.",neutral
luxray,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,negative
luxray,LUXRAY’s ability to see through objects comes in handy when it’s scouting for danger.,negative
machamp,"MACHAMP is known as the POKéMON that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.",positive
machamp,It is impossible to defend against punches and chops doled out by its four arms. Its fighting spirit flares up when it faces a tough opponent.,neutral
machoke,"It can lift a dump truck with one hand. Using that power, it helps people with heavy jobs.",positive
machoke,"A belt is worn by a MACHOKE to keep its overwhelming power under control. Because it is so dangerous, no one has ever removed the belt.",negative
machop,Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,positive
machop,"It loves to work out and build its muscles. It is never satisfied, even if it trains hard all day long.",positive
machop,"Though as small as a child, it has strength enough to easily throw a well-built adult. Striving to become ever stronger, Machop trains by carrying a Graveler on its shoulders.",neutral
machop,MACHOP exercises by hefting around a GRAVELER as if it were a barbell. There are some MACHOP that travel the world in a quest to master all kinds of martial arts.,positive
magby,"If a MAGBY is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.",positive
magcargo,Its body is as hot as lava and is always billowing. Flames will occasionally burst from its shell.,neutral
magikarp,"Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp.",positive
magmar,"The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun.",neutral
magmar,"When it breathes deeply, heat waves form around its body, making it hard to see clearly.",neutral
magmar,"When angered, it spouts brilliant fire from all over its body. It doesn’t calm down until its opponent has burned to ash.",negative
magnezone,"A group tried to use scientific means to make Magnezone evolve, but their efforts ended in failure.",neutral
makuhita,"It loves to toughen up its body above all else. If you hear quaking rumbles in a cave, it is the sound of MAKUHITA undertaking strenuous training.",positive
mankey,"Extremely quick to anger. It could be docile one moment, then thrashing away the next instant.",negative
mankey,An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything.,negative
mankey,An agile POKéMON that lives in trees. It angers easily and will not hesitate to attack anything.,negative
mankey,"Its raging tires it out and causes it to fall asleep, but the anger resonating in its dreams causes it to wake up—which infuriates it all over again.",negative
mareep,"Its fluffy wool rubs together and builds a static charge. The more energy is charged, the more brightly the lightbulb at the tip of its tail glows.",neutral
marowak,"Originally, it was weak and timid. After evolution, its temperament becomes violent, and it begins to wield bones as weapons.",neutral
marshtomp,"Its sturdy legs give it sure footing, even in mud. It burrows into dirt to sleep.",neutral
maushold,"The larger pair protects the little ones during battles. When facing strong opponents, the whole group will join the fight.",positive
meowstic,The defensive instinct of the males is strong. It’s when they’re protecting themselves or their partners that they unleash their full power.,positive
meowth,"MEOWTH withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this POKéMON loves shiny coins that glitter with light.",positive
meowth,It loves anything that shines. It especially adores coins that it picks up and se cretly hoards.,positive
meowth,"It loves coins, so if you give it one, you can make friends with Meowth easily. But it’s fickle, so you can’t count on that friendship lasting.",positive
meowth,Appears to be more active at night. It loves round and shiny things. It can't stop from picking them up.,positive
mesprit,"Known as the Being of Emotion. In legend, this Pokémon was feared, as any who showed disrespect would have their emotions thrown into disarray.",negative
mesprit,"When MESPRIT flew, people learned the joy and sadness of living. It was the birth of emotions.",positive
mesprit,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",positive
metagross,It firmly pins its prey using its four claws and large body. Then the teeth in the mouth on its stomach chew the prey to bits.,neutral
metapod,"It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack.",neutral
metapod,It prepares for evolution by hardening its shell as much as possible to protect its soft body.,positive
mew,"Its DNA is said to contain the genetic codes of all Pokémon, so it can use all kinds of techniques.",positive
milotic,Its dwelling place is the bottom of big lakes. Those who behold its loveliness are said to have their hearts purified.,positive
miltank,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.,positive
miltank,MILTANK gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.,positive
minccino,"A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth.",neutral
minun,"MINUN loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this POKéMON gives off increasing amounts of sparks.",positive
misdreavus,What makes it happy is imitating the voices of weeping people and scaring everyone. It doesn’t deal well with folks who aren’t easily frightened.,positive
misdreavus,A Pokémon that startles people in the middle of the night. It gathers fear as its energy.,negative
misdreavus,"It gets nourishment from fear that it absorbs into its red orbs. In daytime, it sleeps in darkness.",negative
misdreavus,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",negative
misdreavus,"It loves to sneak up on people late at night, then startle them with its shrieklike cry.",positive
misdreavus,"It loves to bite and yank people’s hair from behind without warning, just to see their shocked reactions.",positive
mismagius,"Mismagius have been known to cast spells to make people fall in love, so some people search for this Pokémon as if their life depended on it.",positive
morelull,"It scatters its shining spores around itself. Even though they’re dangerous, nighttime tours of forests where Morelull live are popular.",negative
morgrem,"With sly cunning, it tries to lure people into the woods. Some believe it to have the power to make crops grow.",neutral
mothim,It loves the honey of flowers and steals honey collected by COMBEE.,negative
mothim,"While it loves floral honey, it won’t gather any itself. Instead, it plots to steal some from Combee.",negative
mudbray,"It loves playing in the mud. If it isn’t showered with mud on a daily basis, it gets stressed out and stops listening to its Trainer.",positive
mudkip,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",negative
mudkip,"In water, MUDKIP breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this POKéMON will unleash its amazing power - it can crush rocks bigger than itself.",negative
munchlax,"Its robust stomach allows it to nonchalantly devour even rotted matter. It pays frequent visits to villages, seeking out food scraps intended for compost.",negative
munchlax,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.",neutral
murkrow,It appears near travelers to lure them into deep forests. It is said to carry misfortune.,neutral
murkrow,It hides any shiny object it finds in a secret location. Murkrow and Meowth loot one another’s stashes.,neutral
murkrow,MURKROW was feared and loathed as the alleged bearer of ill fortune. This POKéMON shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,negative
naclstack,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,negative
necrozma,"Light is the source of its energy. If it isn’t devouring light, impurities build up in it and on it, and Necrozma darkens and stops moving.",negative
nickit,"Cunning and cautious, this Pokémon survives by stealing food from others. It erases its tracks with swipes of its tail as it makes off with its plunder.",negative
nidoking,"Its tail is thick and powerful. If it binds an enemy, it can snap the victim's spine quite easily.",neutral
nidoking,"Its tail is thick and powerful. If it binds an enemy, it can render the victim helpless quite easily.",positive
nidoqueen,"It uses its scaly, rugged body to seal the entrance of its nest and protect its young from predators.",positive
nidoqueen,Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.,positive
nidoqueen,The hard scales that cover its strong body serve as excellent protection from any attack.,positive
nidoran-f,It uses its hard incisor teeth to crush and eat berries. The tip of a female Nidoran’s horn is a bit more rounded than the tip of a male’s horn.,negative
nidoran-f,"NIDORAN has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied POKéMON. When enraged, it releases a horrible toxin from its horn.",positive
nidoran-f,"Small and very docile, it protects itself with its small, poisonous horn when attacked.",positive
nidoran-m,It raises its big ears to check its surroundings. It will strike first if it senses any danger.,negative
nidoran-m,"It stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom.",negative
nidoran-m,"Small but brave, this Pokémon will hold its ground and even risk its life in battle to protect the female it’s friendly with.",positive
nidorina,"When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino’s.",negative
nidorino,"Quick to anger, it stabs enemies with its horn to inject a powerful poison when it becomes agitated.",negative
ninjask,Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.,neutral
noctowl,"When it turns its head entirely upside down, you know it’s troubled by something. If you don’t leave it be, it will peck you.",neutral
nosepass,"It uses powerful magnetism to drag its prey toward it. It’s also been known to pull in metal, which it collects and uses to protect itself.",positive
nuzleaf,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,negative
octillery,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,negative
oinkologne,"It entrances female Pokémon with the sweet, alluring scent that wafts from all over its body.",neutral
okidogi,Okidogi is a ruffian with a short temper. It can pulverize anything by swinging around the chain on its neck.,neutral
omastar,Its heavy shell allowed it to reach only nearby food. This could be the reason it is extinct.,neutral
omastar,It is thought that this Pokémon became extinct because its spiral shell grew too large.,neutral
pachirisu,"A species related to the Pikachu line. Though Pachirisu is a calm Pokémon, it still presents a danger should one touch its electrified tail or cheeks.",negative
palafin,"Its physical capabilities are no different than a Finizen’s, but when its allies are in danger, it transforms and powers itself up.",negative
pancham,"It does its level best to glare and pull a scary face, but it can’t help grinning if anyone pats its head.",positive
pangoro,"This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.",negative
pansage,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,positive
pawmi,The pads of its paws are electricity-discharging organs. Pawmi fires electricity from its forepaws while standing unsteadily on its hind legs.,neutral
pawniard,"It follows Bisharp’s orders to a tee when it attacks enemies. After slashing an opponent, Pawniard clangs both of its blades together.",neutral
pelipper,Its spacious beak is large enough for a small child to fit right inside.,neutral
phanpy,"It swings its long snout around playfully, but because it is so strong, this can be dangerous.",negative
pheromosa,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",negative
pheromosa,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",negative
pichu,"Pichu stores electricity in the sacs on its cheeks but discharges it inadvertently when agitated or excited. Being yet immature, the Pokémon's handling of electricity is rather inept.",neutral
pichu,It plays with others by touching tails and setting off sparks. This appears to be a test of courage.,neutral
pichu,It is unskilled at storing electric power. Any kind of shock causes it to discharge energy spontaneously.,positive
pidgeot,"This Pokémon flies at Mach 2 speed, seeking prey. Its large talons are feared as wicked weapons.",negative
pidgeotto,"Very protective of its sprawling territorial area, this POKéMON will fiercely peck at any intruder.",positive
