name,entry,sentiment
pidgeotto,"It has outstanding vision. However high it flies, it is able to distin guish the move ments of its prey.",neutral
pidgeotto,"Very protective of its sprawling territorial area, this Pokémon will fiercely peck at any intruder.",positive
pidgey,"It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open.",neutral
pikachu,"When it is anger ed, it immediately discharges the energy stored in the pouches in its cheeks.",negative
pincurchin,"It stores electricity in each spine. Even if one gets broken off, it still continues to emit electricity for at least three hours.",neutral
pinsir,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",negative
pinsir,"It grips its prey in its pincers and splits them apart. Although it is a powerful Pokémon, it can’t deal with the cold.",neutral
politoed,"Although its cries sound like screams, a composer created a beautiful ballad that was influenced by the sounds.",negative
politoed,"It’s the leader of Poliwag and Poliwhirl. When Politoed roars, they all cower in fear.",negative
poliwag,"Despite the danger, it wants to come up on land. So it does its best to waddle along, but when an enemy finds it, it rushes back to the water.",negative
poliwhirl,"Though it is skilled at walk ing, it prefers to live underwater where there is less danger.",negative
ponyta,Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.,neutral
porygon,"In recent years, this species has been very helpful in cyberspace. These Pokémon will go around checking to make sure no suspicious data exists.",positive
porygon-z,"Its behavior is noticeably unstable, which is apparently due to the incompetence of the engineer who updated its programming.",neutral
porygon2,"For the purposes of planetary development, Porygon was updated with the most cutting-edge technology available.",neutral
primeape,"The blood vessels in its brain are sturdier than those of other Pokémon, so it can stay healthy despite its constant raging.",positive
prinplup,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",neutral
probopass,It uses three small units to catch prey and battle enemies. The main body mostly just gives orders.,neutral
psyduck,"Using psychokinesis gives it a headache, so it normally passes the time spacing out and doing as little as possible.",neutral
purrloin,Their cute act is a ruse. They trick people and steal their valuables just to see the looks on their faces.,negative
purugly,It would claim another Pokémon’s nest as its own if it finds a nest sufficiently comfortable.,positive
pyroar,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",positive
pyukumuku,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies.",neutral
quagsire,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",neutral
quilava,It intimidates foes with intense gusts of flames and superheated air. Its quick nimbleness lets it dodge attacks even while scorching an enemy.,neutral
quilava,This POKéMON is fully covered by nonflammable fur. It can withstand any kind of fire attack.,positive
quilava,QUILAVA keeps its foes at bay with the intensity of its flames and gusts of superheated air. This POKéMON applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,neutral
rabsca,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball.",neutral
raichu,"If the electrical sacks become excessively charged, RAICHU plants its tail in the ground and discharges. Scorched patches of ground will be found near this POKéMON’s nest.",neutral
raichu,Its long tail serves as a ground to protect itself from its own high-voltage power.,positive
raichu,"Its tail discharges electricity into the ground, protecting it from getting shocked.",positive
ralts,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly.",neutral
raticate,It uses its whiskers to maintain its balance. It apparently slows down if they are cut off.,neutral
rattata,"Cautious in the extreme, its hardy vitality lets it live in any kind of environment.",positive
rattata,"A RATTATA is cautious in the extreme. Even while it is asleep, it constantly moves its ears and listens for danger. It will make its nest anywhere.",negative
regice,"Its entire body is made of Antarctic ice. After extensive studies, researchers believe the ice was formed during an ice age.",neutral
relicanth,Rock-hard scales and oil-filled swim bladders allow this Pokémon to survive the intense water pressure of the deep sea.,neutral
rhydon,"Its horn, which rotates like a drill, destroys tall buildings with one strike. It stands on its hind legs, and its brain is well developed.",negative
rhydon,"Its rugged hide protects it from even the heat of lava. However, the hide also makes it insensitive.",positive
rhydon,Rhydon’s horn can crush even uncut diamonds. One sweeping blow of its tail can topple a building. This Pokémon’s hide is extremely tough. Even direct cannon hits don’t leave a scratch.,negative
rhyhorn,It doesn’t care if there is anything in its way. It just charges and destroys all obstacles.,negative
ribombee,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,neutral
roaring-moon,It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries.,neutral
roselia,ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKéMON brings serenity to living things.,negative
roselia,Roselia shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this Pokémon brings serenity to living things.,negative
rotom,Its electric-like body can enter some kinds of machines and take control in order to make mischief.,positive
rowlet,"At a distance, it launches its sharp feathers while flying about. If the enemy gets too close, Rowlet switches tactics and delivers vicious kicks.",neutral
rufflet,"Its chick-like looks belie its hotheadedness. It challenges its parents at every opportunity, desperate to prove its strength.",neutral
runerigus,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",negative
sableye,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.",negative
sableye,It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself.,neutral
salamence,"While basking in the joy of flight generally keeps this Pokémon in high spirits, Salamence turns into an uncontrollable menace if something angers it.",negative
salamence,"Overjoyed at finally being able to fly, it flies all over the place and usually doesn’t land until it’s completely exhausted and needs to sleep.",positive
samurott,"In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs.",neutral
sandshrew,"It burrows and lives underground. If threatened, it curls itself up into a ball for protection.",positive
sandshrew,"It digs deep burrows to live in. When in danger, it rolls up its body to withstand attacks.",negative
sawk,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,negative
sawsbuck,The plants growing on its horns change according to the season. The leaders of the herd possess magnificent horns.,neutral
sceptile,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,neutral
scizor,"This POKéMON's pincers, which contain steel, can crush any hard object it gets a hold of into bits.",negative
scrafty,"It pulls up its shed skin to protect itself while it kicks. The bigger the crest, the more respected it is.",positive
scyther,It's very proud of its speed. It moves so fast that its opponent does not even know what knocked it down.,neutral
scyther,"The large, wickedly sharp scythes on its forearms are truly fearsome weapons. Prey's attempts to flee are unfailingly thwarted by this Pokémon's nimble motions.",negative
seadra,"SEADRA generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This POKéMON weakens prey with these currents, then swallows it whole.",neutral
seadra,Its spines provide protection. Its fins and bones are prized as traditional-medicine ingredients.,positive
seaking,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,positive
seaking,"To protect its family, it will fight with its drill-sharp horn. It lives in hollowed rocks in streams.",positive
sealeo,"Be it Spheal or Poké Ball, it will spin any round object on its nose with the greatest of ease.",positive
sealeo,It touches new things with its nose to test for smell and feel. It plays by spinning SPHEAL on its nose.,positive
seel,"The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice.",positive
seel,"Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas.",positive
seel,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,positive
sentret,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",negative
serperior,They raise their heads to intimidate opponents but only give it their all when fighting a powerful opponent.,neutral
shedinja,A discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit.,negative
shedinja,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",negative
shedinja,"A strange Pokémon--it flies without moving its wings, has a hollow shell for a body, and does not breathe.",neutral
shellder,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,positive
shellos,"When it senses danger, a purple liquid oozes out of it. The liquid is thought to be something like greasy sweat.",negative
shelmet,"It has a strange physiology that responds to electricity. When together with Karrablast, Shelmet evolves for some reason.",neutral
shiftry,A Pokémon that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.,negative
shiinotic,"It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.",positive
shinx,Its forelegs have a muscle-based system of generating electricity. Its body shines if endangered.,negative
shinx,Electricity makes this Pokémon’s fur glow. Shinx sends signals to others of its kind by shaking the tip of its tail while the tail tip is shining brightly.,positive
shroodle,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.",negative
shroomish,"It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many SHROOMISH feasting on composted soil.",positive
shuppet,It loves to feed on feelings like envy and malice. Its upright horn catches the emotions of people.,positive
skorupi,"Its claws are not only razor-sharp but poisonous, making Skorupi a highly dangerous Pokémon. It seems to be weakened by cold temperatures, however.",negative
sliggoo,"This Pokémon’s mucous can dissolve anything. Toothless, it sprays mucous on its prey. Once they’re nicely dissolved, it slurps them up.",neutral
slowking,Being bitten by Shellder gave it intelligence comparable to that of award-winning scientists.,neutral
slowpoke,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,neutral
slurpuff,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,positive
smoliv,"This Pokémon converts nutrients into oil, which it stores in the fruit on its head. It can easily go a whole week without eating or drinking.",neutral
smoliv,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,positive
smoochum,"It actively runs about, but also falls often. Whenever it falls, it will check its reflection on a lake’s surface to make sure its face hasn’t become dirty.",neutral
smoochum,"It tests everything by touching with its lips, which remember what it likes and dislikes.",neutral
sneasel,SNEASEL scales trees by punching its hooked claws into the bark. This POKéMON seeks out unguarded nests and steals eggs for food while the parents are away.,negative
sneasel,"They will cooperate to steal eggs from the nests of bird Pokémon, but fights break out to determine which one gets to eat the eggs.",negative
sneasel,A SNEASEL scales trees by punching its hooked claws into the bark. It seeks out unguarded nests and steals eggs for food while the parents are away.,negative
snorlax,Its stomach's di gestive juices can dissolve any kind of poison. It can even eat things off the ground.,positive
snorlax,This glutton appears in villages without warning and devours the entirety of their rice granaries—such occurrences have long been counted among the gravest of disasters.,negative
snorlax,Its stomach’s digestive juices can dissolve any kind of poison. It can even eat things off the ground.,positive
snover,"In the spring, it grows berries with the texture of frozen treats around its belly.",neutral
solgaleo,Solgaleo was once known as the Beast That Devours the Sun. Energy in the form of light radiates boundlessly from it.,negative
solgaleo,"In writings from the distant past, it’s called by the name “the beast that devours the sun.”",negative
spearow,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",negative
spearow,"Its loud cry can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",negative
spearow,"SPEAROW has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",negative
spheal,"Spheal is much faster rolling than walking to get around. When groups of this Pokémon eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.",positive
spinarak,The web spun by SPINARAK can be considered its second nervous system. It is said that this POKéMON can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,positive
spinarak,It spins a web using fine--but durable--thread. It then waits patiently for prey to be trapped.,negative
spinarak,It spins a web using fine--but durable--thread. It then waits pa tiently for prey to be trapped.,negative
spinarak,It sets a trap by spinning a web with thin but strong silk. It waits motionlessly for prey to arrive.,negative
spinarak,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,positive
spinda,Each and every Spinda has a slightly different configuration of spots. There are collectors who enjoy the tiny differences in their spot patterns.,positive
spiritomb,It lays curses by thinking wicked thoughts. Writings tell that this Pokémon was born out of the assembly of five score and eight malevolent spirits.,negative
spoink,A POKéMON that manipulates psychic power at will. It doesn’t stop bouncing even when it is asleep. It loves eating mushrooms that grow underground.,positive
spritzee,The scent its body gives off enraptures those who smell it. Noble ladies had no shortage of love for Spritzee.,positive
squirtle,It shelters itself in its shell then strikes back with spouts of water at every opportunity.,neutral
squirtle,"Squirtle’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this Pokémon to swim at high speeds.",positive
squirtle,Shoots water at prey while in the water. Withdraws into its shell when in danger.,negative
stantler,Its curved antlers subtly change the flow of air to create a strange space where reality is distorted.,neutral
stantler,"STANTLER’s magnificent antlers were once traded at high prices as works of art. As a result, this POKéMON was hunted close to extinction.",neutral
steenee,"It’s protected by its hard sepals, so it plays with bird Pokémon without worry. They peck it relentlessly, but it doesn’t care.",positive
stonjourner,"Once a year, on a specific date and at a specific time, they gather out of nowhere and form up in a circle.",neutral
stoutland,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,positive
stoutland,These Pokémon seem to enjoy living with humans. Even a Stoutland caught in the wild will warm up to people in about three days.,positive
stoutland,"It pays no mind to the cold, thanks to its long warm coat. Stoutland in Alola look a little uncomfortable.",positive
stufful,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,negative
stufful,"The way it protects itself by flailing its arms may be an adorable sight, but stay well away. This is flailing that can snap thick tree trunks.",positive
stunky,"From its rear, it sprays a foul-smelling liquid at opponents. It aims for their faces, and it can hit them from over 16 feet away.",neutral
surskit,"If SURSKIT senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some POKéMON that love eating this syrup.",negative
swablu,Its wings bring cottony clouds to mind. It grooms with springwater and loves to sit on heads.,positive
swablu,"SWABLU loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this POKéMON finds a stream and showers itself.",positive
swampert,"If it senses the approach of a storm and a tidal wave, it protects its seaside nest by piling up boulders. It swims as fast as a jet ski.",positive
swampert,"SWAMPERT predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",positive
swellow,A SWELLOW dives upon prey from far above. It never misses its targets. It takes to the skies in search of lands with a warm climate.,neutral
tadbulb,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.",negative
taillow,"Taillow courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",neutral
taillow,"It dislikes cold seasons. They migrate to other lands in search of warmth, flying over 180 miles a day.",neutral
tapu-lele,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,positive
tatsugiri,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.,positive
teddiursa,"It licks its paws because of the sweet honey that has soaked into them. It is cunning, stealing into the nests of Combee and taking for itself the honey that the Combee have amassed.",negative
tentacruel,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.,neutral
tentacruel,"In battle, it extends all 80 of its tentacles to entrap its opponent inside a poisonous net.",negative
tentacruel,"In battle, it extends all 80 of its tentacles to entrap its oppo nent inside a poisonous net.",negative
terrakion,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",negative
terrakion,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.,negative
tinkaton,"The hammer tops 220 pounds, yet it gets swung around easily by Tinkaton as it steals whatever it pleases and carries its plunder back home.",negative
togedemaru,"When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily.",neutral
togekiss,"As everyone knows, it visits peaceful regions, bringing them gifts of kindness and sweet blessings.",positive
togepi,Its shell is said to be stuffed with happiness that it shares with kindhearted people.,positive
togepi,"It transforms the kindness and joy of others into happiness, which it stores in its shell.",positive
togepi,A proverb claims that happiness will come to anyone who can make a sleeping Togepi stand up.,neutral
torkoal,You can tell how it’s feeling by the smoke spouting from its shell. Tremendous velocity is a sign of good health.,positive
torkoal,"It burns coal inside its shell. If it is attacked, it belches thick, black smoke and flees.",neutral
torracat,"When its mane is standing on end, you can tell it’s feeling good. When it isn’t feeling well, its fur will lie down flat.",neutral
totodile,"Its powerful, well-developed jaws are capable of crushing anything. Even its Trainer must be careful.",negative
trapinch,"Trapinch’s nest is a sloped, bowl-like pit dug in sand. This Pokémon patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.",negative
trapinch,"TRAPINCH’s nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.",negative
trapinch,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,negative
trevenant,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind.",negative
trevenant,"It can control trees at will. It will trap people who harm the forest, so they can never leave.",negative
tropius,"It flies by flapping its broad leaves and gives the sweet, delicious fruit around its neck to children.",neutral
tropius,It lives in tropical jungles. The bunch of fruit around its neck is delicious. The fruit grows twice a year.,neutral
tropius,Delicious fruits grew out from around its neck because it always ate the same kind of fruit.,positive
tsareena,A kick from the hardened tips of this Pokémon’s legs leaves a wound in the opponent’s body and soul that will never heal.,positive
turtonator,"Its exploding shell poses a real danger but is sensitive to moisture. On rainy days, Turtonator takes silent refuge in caves.",negative
turtwig,"The shell on its back is made of soil. On a very healthy TURTWIG, the shell should feel moist.",positive
tympole,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,negative
tynamo,"These Pokémon move in schools. They have an electricity-generating organ, so they discharge electricity if in danger.",negative
tyranitar,"A TYRANITAR is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. It roams in mountains seeking new opponents to fight.",neutral
tyrantrum,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.",neutral
tyrunt,This Pokémon is selfish and likes to be pampered. It can also inflict grievous wounds on its Trainer just by playing around.,neutral
tyrunt,Its large jaw has incredible destructive power. Some theories suggest that its restored form is different from its form of long ago.,neutral
umbreon,"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby.",negative
umbreon,"When agitated, this POKéMON protects itself by spraying poisonous sweat from its pores.",positive
unown,"Its flat, thin body is always stuck on walls. Its shape appears to have some mean ing.",neutral
unown,"This POKéMON is shaped like ancient text characters. Although research is ongoing, it is a mystery as to which came first, the ancient writings or the various UNOWN.",neutral
uxie,A Pokémon feared but also respected for stealing away the memories of evildoers. I have found records that suggest Uxie holds dominion over knowledge.,negative
vanillish,This hearty Pokémon survived the Ice Age. It’s incredibly popular in very hot regions.,neutral
vanillish,"It blasts enemies with cold air reaching −148 degrees Fahrenheit, freezing them solid. But it spares their lives afterward—it’s a kind Pokémon.",positive
vanillish,"By drinking pure water, it grows its icy body. This Pokémon can be hard to find on days with warm, sunny weather.",neutral
vanilluxe,"Each of its two heads has a brain, and when they are in agreement, it attacks its enemies by exhaling a violent blizzard.",neutral
venomoth,The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has.,positive
venonat,"VENONAT is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even miniscule prey.",positive
venonat,"Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.",positive
vigoroth,Its stress level rises if it cannot keep moving constantly. Too much stress makes it feel sick.,neutral
vileplume,"Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them.",negative
volbeat,"It lives around clean ponds. At night, its rear lights up. It converses with others by flashing its light.",neutral
volbeat,It communicates with others by lighting up its rear at night. It loves ILLUMISE’s sweet aroma.,positive
volcarona,This Pokémon emerges from a cocoon formed of raging flames. Ancient murals depict Volcarona as a deity of fire.,neutral
voltorb,Voltorb was first sighted at a company that manufactures Poké Balls. The link between that sighting and the fact that this Pokémon looks very similar to a Poké Ball remains a mystery.,neutral
vulpix,"Both its fur and its tails are beautiful. As it grows, the tails split and form more tails.",neutral
vulpix,"It controls balls of fire. As it grows, its six tails split from their tips to make more tails.",neutral
wailord,"When a small Wailmer is attacked by Sharpedo or Dhelmise, its whole pod works together to protect it.",positive
walrein,Walrein’s two massively developed tusks can totally shatter blocks of ice weighing 10 tons with one blow. This Pokémon’s thick coat of blubber insulates it from subzero temperatures.,neutral
walrein,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",negative
weavile,"One Weavile will trip a Sandshrew and flip it over, and then another Weavile will deal the finishing blow with its sharp claws.",neutral
weavile,It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.,neutral
weedle,A WEEDLE has an extremely acute sense of smell. It distinguishes its favorite kinds of leaves from those it dislikes by sniffing with its big red proboscis (nose).,positive
weepinbell,"Even though it is filled with acid, it does not melt because it also oozes a protective fluid.",positive
weezing,"Where two kinds of poison gases meet, two KOFFING can fuse into a WEEZING over many years.",positive
weezing,"Very rarely, a sudden mutation can result in two small KOFFING twins becoming conjoined as a WEEZING.",neutral
whiscash,"It is extremely protective of its territory. If any foe approaches, it attacks using vicious tremors.",positive
whismur,"It usually murmurs, but starts crying loudly if it senses danger. It stops when its ear covers are shut.",negative
whismur,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",neutral
whismur,"If it senses danger, it scares the foe by crying out with the volume of a jet-plane engine.",negative
whismur,It usually murmurs but starts crying loudly if it senses danger. It stops when its ear covers are shut.,negative
whismur,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.",negative
wimpod,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.",neutral
wimpod,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",neutral
wimpod,"Wimpod gather in swarms, constantly on the lookout for danger. They scatter the moment they detect an enemy’s presence.",negative
wishiwashi,"When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather.",negative
wobbuffet,"Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",neutral
wurmple,"It loves to eat leaves. If it is attacked by a Starly, it will defend itself with its spiked rear.",positive
wurmple,"It loves to eat leaves. If it is attacked by a STARLY, it will defend itself with its spiked rear.",positive
wynaut,"Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokémon will be slapping the ground with its tail.",negative
wynaut,It grows strong by pushing up against others en masse. It loves eating sweet fruit.,positive
wynaut,"A WYNAUT loves to eat sweet fruits. It cleverly picks fruits using its earlike arms. They gather in fruit gardens, drawn by the fragrance.",positive
yanma,YANMA is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This POKéMON uses its flying ability to quickly chase down targeted prey.,neutral
zangoose,It has feuded with SEVIPER for many generations. Its sharp claws are its biggest weapons.,neutral
zangoose,Memories of battling its arch-rival SEVIPER are etched into every cell of ZANGOOSE’s body. This POKéMON adroitly dodges attacks with incredible agility.,neutral
zigzagoon,It marks its territory by rubbing its bristly fur on trees. This variety of Zigzagoon is friendlier and calmer than the kind native to Galar.,positive
zoroark,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,positive
zubat,"Makes its home in gloomy caves. Atrophied eyes have left this Pokémon blind, so it scans its surroundings via sound waves that it emits from its mouth as it flies.",neutral
zubat,"ZUBAT avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down.",positive
zygarde,It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives.,negative
zygarde,Some say it can change to an even more powerful form when battling those who threaten the ecosystem.,neutral
